dt,AverageTemperature,AverageTemperatureUncertainty,State,Country
1881-03-01,16.045,0.528,Australian Capital Territory,Australia
1881-04-01,12.237,0.732,Australian Capital Territory,Australia
1881-05-01,9.541,0.612,Australian Capital Territory,Australia
1881-06-01,4.466,0.667,Australian Capital Territory,Australia
1881-07-01,3.957,0.68,Australian Capital Territory,Australia
1881-08-01,5.643,0.531,Australian Capital Territory,Australia
1881-09-01,8.279,0.412,Australian Capital Territory,Australia
1881-10-01,10.424,0.323,Australian Capital Territory,Australia
1881-11-01,14.098,0.774,Australian Capital Territory,Australia
1881-12-01,16.86,1.22,Australian Capital Territory,Australia
1882-01-01,18.808,1.087,Australian Capital Territory,Australia
1882-02-01,17.593,0.677,Australian Capital Territory,Australia
1882-03-01,16.533,0.743,Australian Capital Territory,Australia
1882-04-01,11.725,0.601,Australian Capital Territory,Australia
1882-05-01,7.714,0.487,Australian Capital Territory,Australia
1882-06-01,4.363,0.351,Australian Capital Territory,Australia
1882-07-01,4.02,0.556,Australian Capital Territory,Australia
1882-08-01,5.632,0.611,Australian Capital Territory,Australia
1882-09-01,9.128,0.692,Australian Capital Territory,Australia
1882-10-01,12.313,0.669,Australian Capital Territory,Australia
1882-11-01,15.608,1.575,Australian Capital Territory,Australia
1882-12-01,16.245,0.688,Australian Capital Territory,Australia
1883-01-01,17.9,0.777,Australian Capital Territory,Australia
1883-02-01,17.944,1.286,Australian Capital Territory,Australia
1883-03-01,15.669,0.724,Australian Capital Territory,Australia
1883-04-01,11.854,0.523,Australian Capital Territory,Australia
1883-05-01,7.462,0.509,Australian Capital Territory,Australia
1883-06-01,5.624,0.567,Australian Capital Territory,Australia
1883-07-01,3.797,0.734,Australian Capital Territory,Australia
1883-08-01,5.7,0.278,Australian Capital Territory,Australia
1883-09-01,7.144,0.476,Australian Capital Territory,Australia
1883-10-01,10.877,0.32,Australian Capital Territory,Australia
1883-11-01,13.731,0.433,Australian Capital Territory,Australia
1883-12-01,16.499,0.749,Australian Capital Territory,Australia
1884-01-01,17.353,1.081,Australian Capital Territory,Australia
1884-02-01,17.69,1.084,Australian Capital Territory,Australia
1884-03-01,16.238,1.212,Australian Capital Territory,Australia
1884-04-01,12.273,0.712,Australian Capital Territory,Australia
1884-05-01,7.378,0.467,Australian Capital Territory,Australia
1884-06-01,5.233,0.783,Australian Capital Territory,Australia
1884-07-01,4.018,0.792,Australian Capital Territory,Australia
1884-08-01,6.275,0.858,Australian Capital Territory,Australia
1884-09-01,8.721,0.549,Australian Capital Territory,Australia
1884-10-01,11.101,0.845,Australian Capital Territory,Australia
1884-11-01,14.376,0.517,Australian Capital Territory,Australia
1884-12-01,15.508,1.6,Australian Capital Territory,Australia
1885-01-01,18.409,0.681,Australian Capital Territory,Australia
1885-02-01,18.288,0.936,Australian Capital Territory,Australia
1885-03-01,14.769,1.028,Australian Capital Territory,Australia
1885-04-01,11.088,1.065,Australian Capital Territory,Australia
1885-05-01,7.389,0.712,Australian Capital Territory,Australia
1885-06-01,4.421,0.751,Australian Capital Territory,Australia
1885-07-01,3.861,0.937,Australian Capital Territory,Australia
1885-08-01,5.459,0.813,Australian Capital Territory,Australia
1885-09-01,8.912,0.984,Australian Capital Territory,Australia
1885-10-01,12.427,0.446,Australian Capital Territory,Australia
1885-11-01,14.038,0.934,Australian Capital Territory,Australia
1885-12-01,17.559,1.113,Australian Capital Territory,Australia
1886-01-01,18.76,0.569,Australian Capital Territory,Australia
1886-02-01,17.178,0.629,Australian Capital Territory,Australia
1886-03-01,14.717,0.924,Australian Capital Territory,Australia
1886-04-01,11.709,0.74,Australian Capital Territory,Australia
1886-05-01,6.924,0.552,Australian Capital Territory,Australia
1886-06-01,4.236,0.773,Australian Capital Territory,Australia
1886-07-01,4.482,0.77,Australian Capital Territory,Australia
1886-08-01,6.173,0.763,Australian Capital Territory,Australia
1886-09-01,8.607,0.38,Australian Capital Territory,Australia
1886-10-01,10.889,0.603,Australian Capital Territory,Australia
1886-11-01,15.055,0.847,Australian Capital Territory,Australia
1886-12-01,16.353,0.978,Australian Capital Territory,Australia
1887-01-01,19.295,0.793,Australian Capital Territory,Australia
1887-02-01,17.615,1.092,Australian Capital Territory,Australia
1887-03-01,16.462,0.724,Australian Capital Territory,Australia
1887-04-01,12.044,0.334,Australian Capital Territory,Australia
1887-05-01,6.859,0.543,Australian Capital Territory,Australia
1887-06-01,4.448,0.398,Australian Capital Territory,Australia
1887-07-01,4.599,0.857,Australian Capital Territory,Australia
1887-08-01,5.473,0.629,Australian Capital Territory,Australia
1887-09-01,7.158,0.533,Australian Capital Territory,Australia
1887-10-01,11.229,0.45,Australian Capital Territory,Australia
1887-11-01,13.375,0.747,Australian Capital Territory,Australia
1887-12-01,16.905,0.484,Australian Capital Territory,Australia
1888-01-01,18.168,0.879,Australian Capital Territory,Australia
1888-02-01,17.738,1.052,Australian Capital Territory,Australia
1888-03-01,14.063,0.86,Australian Capital Territory,Australia
1888-04-01,11.433,0.739,Australian Capital Territory,Australia
1888-05-01,7.113,0.444,Australian Capital Territory,Australia
1888-06-01,5.761,0.663,Australian Capital Territory,Australia
1888-07-01,4.048,0.739,Australian Capital Territory,Australia
1888-08-01,4.85,0.776,Australian Capital Territory,Australia
1888-09-01,8.998,0.589,Australian Capital Territory,Australia
1888-10-01,10.767,0.488,Australian Capital Territory,Australia
1888-11-01,15.515,0.42,Australian Capital Territory,Australia
1888-12-01,17.132,0.622,Australian Capital Territory,Australia
1889-01-01,18.467,0.689,Australian Capital Territory,Australia
1889-02-01,17.955,0.719,Australian Capital Territory,Australia
1889-03-01,16.167,0.782,Australian Capital Territory,Australia
1889-04-01,12.675,0.425,Australian Capital Territory,Australia
1889-05-01,9.043,0.561,Australian Capital Territory,Australia
1889-06-01,6.07,0.531,Australian Capital Territory,Australia
1889-07-01,4.138,0.4,Australian Capital Territory,Australia
1889-08-01,5.807,0.673,Australian Capital Territory,Australia
1889-09-01,7.693,1.083,Australian Capital Territory,Australia
1889-10-01,12.144,0.48,Australian Capital Territory,Australia
1889-11-01,14.601,0.822,Australian Capital Territory,Australia
1889-12-01,17.059,0.93,Australian Capital Territory,Australia
1890-01-01,19.368,0.627,Australian Capital Territory,Australia
1890-02-01,18.546,0.998,Australian Capital Territory,Australia
1890-03-01,16.172,0.838,Australian Capital Territory,Australia
1890-04-01,11.655,1.115,Australian Capital Territory,Australia
1890-05-01,8.783,1.071,Australian Capital Territory,Australia
1890-06-01,6.997,0.572,Australian Capital Territory,Australia
1890-07-01,3.726,0.409,Australian Capital Territory,Australia
1890-08-01,5.42,0.553,Australian Capital Territory,Australia
1890-09-01,8.917,0.377,Australian Capital Territory,Australia
1890-10-01,11.002,0.826,Australian Capital Territory,Australia
1890-11-01,13.354,0.589,Australian Capital Territory,Australia
1890-12-01,15.145,0.727,Australian Capital Territory,Australia
1891-01-01,17.298,0.661,Australian Capital Territory,Australia
1891-02-01,16.225,0.736,Australian Capital Territory,Australia
1891-03-01,16.774,0.305,Australian Capital Territory,Australia
1891-04-01,11.471,0.463,Australian Capital Territory,Australia
1891-05-01,7.923,0.7,Australian Capital Territory,Australia
1891-06-01,6.099,0.492,Australian Capital Territory,Australia
1891-07-01,4.764,0.562,Australian Capital Territory,Australia
1891-08-01,5.996,0.484,Australian Capital Territory,Australia
1891-09-01,8.285,0.825,Australian Capital Territory,Australia
1891-10-01,11.053,0.616,Australian Capital Territory,Australia
1891-11-01,14.099,0.593,Australian Capital Territory,Australia
1891-12-01,16.857,0.545,Australian Capital Territory,Australia
1892-01-01,17.379,0.627,Australian Capital Territory,Australia
1892-02-01,18.578,0.351,Australian Capital Territory,Australia
1892-03-01,17.014,0.905,Australian Capital Territory,Australia
1892-04-01,10.709,0.354,Australian Capital Territory,Australia
1892-05-01,7.544,0.688,Australian Capital Territory,Australia
1892-06-01,4.68,0.412,Australian Capital Territory,Australia
1892-07-01,3.682,0.464,Australian Capital Territory,Australia
1892-08-01,5.61,0.417,Australian Capital Territory,Australia
1892-09-01,7.928,0.307,Australian Capital Territory,Australia
1892-10-01,10.941,0.504,Australian Capital Territory,Australia
1892-11-01,14.385,0.728,Australian Capital Territory,Australia
1892-12-01,15.064,0.511,Australian Capital Territory,Australia
1893-01-01,17.297,0.775,Australian Capital Territory,Australia
1893-02-01,17.936,0.927,Australian Capital Territory,Australia
1893-03-01,15.655,0.616,Australian Capital Territory,Australia
1893-04-01,11.068,0.465,Australian Capital Territory,Australia
1893-05-01,8.187,0.59,Australian Capital Territory,Australia
1893-06-01,5.1,0.622,Australian Capital Territory,Australia
1893-07-01,4.436,0.614,Australian Capital Territory,Australia
1893-08-01,5.625,0.571,Australian Capital Territory,Australia
1893-09-01,8.156,0.802,Australian Capital Territory,Australia
1893-10-01,11.825,0.326,Australian Capital Territory,Australia
1893-11-01,14.182,0.478,Australian Capital Territory,Australia
1893-12-01,16.531,0.643,Australian Capital Territory,Australia
1894-01-01,18.44,0.45,Australian Capital Territory,Australia
1894-02-01,17.149,0.536,Australian Capital Territory,Australia
1894-03-01,15.93,0.786,Australian Capital Territory,Australia
1894-04-01,12.099,0.494,Australian Capital Territory,Australia
1894-05-01,6.985,0.443,Australian Capital Territory,Australia
1894-06-01,5.662,0.483,Australian Capital Territory,Australia
1894-07-01,3.697,0.491,Australian Capital Territory,Australia
1894-08-01,5.632,0.652,Australian Capital Territory,Australia
1894-09-01,7.392,0.485,Australian Capital Territory,Australia
1894-10-01,12.135,0.569,Australian Capital Territory,Australia
1894-11-01,15.437,1.033,Australian Capital Territory,Australia
1894-12-01,16.895,0.712,Australian Capital Territory,Australia
1895-01-01,16.932,0.991,Australian Capital Territory,Australia
1895-02-01,17.823,1.042,Australian Capital Territory,Australia
1895-03-01,15.566,0.748,Australian Capital Territory,Australia
1895-04-01,11.714,0.627,Australian Capital Territory,Australia
1895-05-01,7.363,0.771,Australian Capital Territory,Australia
1895-06-01,5.227,0.63,Australian Capital Territory,Australia
1895-07-01,2.897,1.031,Australian Capital Territory,Australia
1895-08-01,6.59,0.849,Australian Capital Territory,Australia
1895-09-01,8.577,0.461,Australian Capital Territory,Australia
1895-10-01,12.793,0.534,Australian Capital Territory,Australia
1895-11-01,14.302,0.514,Australian Capital Territory,Australia
1895-12-01,18.005,0.913,Australian Capital Territory,Australia
1896-01-01,20.39,0.63,Australian Capital Territory,Australia
1896-02-01,18.714,0.568,Australian Capital Territory,Australia
1896-03-01,15.751,0.913,Australian Capital Territory,Australia
1896-04-01,11.112,0.701,Australian Capital Territory,Australia
1896-05-01,7.719,0.688,Australian Capital Territory,Australia
1896-06-01,4.734,0.247,Australian Capital Territory,Australia
1896-07-01,3.155,0.343,Australian Capital Territory,Australia
1896-08-01,4.857,0.536,Australian Capital Territory,Australia
1896-09-01,8.018,0.474,Australian Capital Territory,Australia
1896-10-01,12.655,0.706,Australian Capital Territory,Australia
1896-11-01,14.429,0.813,Australian Capital Territory,Australia
1896-12-01,17.827,1.098,Australian Capital Territory,Australia
1897-01-01,17.604,1.1,Australian Capital Territory,Australia
1897-02-01,17.557,0.598,Australian Capital Territory,Australia
1897-03-01,13.878,0.409,Australian Capital Territory,Australia
1897-04-01,12.525,0.495,Australian Capital Territory,Australia
1897-05-01,7.053,0.203,Australian Capital Territory,Australia
1897-06-01,5.757,0.4,Australian Capital Territory,Australia
1897-07-01,4.978,0.456,Australian Capital Territory,Australia
1897-08-01,5.271,0.536,Australian Capital Territory,Australia
1897-09-01,8.941,0.493,Australian Capital Territory,Australia
1897-10-01,10.541,0.506,Australian Capital Territory,Australia
1897-11-01,16.035,0.566,Australian Capital Territory,Australia
1897-12-01,17.823,0.907,Australian Capital Territory,Australia
1898-01-01,19.426,1.505,Australian Capital Territory,Australia
1898-02-01,19.119,0.683,Australian Capital Territory,Australia
1898-03-01,16.148,0.851,Australian Capital Territory,Australia
1898-04-01,11.238,0.381,Australian Capital Territory,Australia
1898-05-01,6.753,0.812,Australian Capital Territory,Australia
1898-06-01,5.608,0.553,Australian Capital Territory,Australia
1898-07-01,4.226,0.572,Australian Capital Territory,Australia
1898-08-01,6.123,0.743,Australian Capital Territory,Australia
1898-09-01,9.225,0.291,Australian Capital Territory,Australia
1898-10-01,12.253,0.539,Australian Capital Territory,Australia
1898-11-01,14.999,0.76,Australian Capital Territory,Australia
1898-12-01,16.362,1.113,Australian Capital Territory,Australia
1899-01-01,16.781,1.053,Australian Capital Territory,Australia
1899-02-01,18.664,0.95,Australian Capital Territory,Australia
1899-03-01,16.293,0.767,Australian Capital Territory,Australia
1899-04-01,12.653,0.448,Australian Capital Territory,Australia
1899-05-01,7.606,0.591,Australian Capital Territory,Australia
1899-06-01,5.66,0.446,Australian Capital Territory,Australia
1899-07-01,3.852,0.565,Australian Capital Territory,Australia
1899-08-01,6.173,0.44,Australian Capital Territory,Australia
1899-09-01,10.427,0.692,Australian Capital Territory,Australia
1899-10-01,10.549,0.367,Australian Capital Territory,Australia
1899-11-01,14.608,0.537,Australian Capital Territory,Australia
1899-12-01,18.251,0.992,Australian Capital Territory,Australia
1/01/1900,19.302,1.072,Australian Capital Territory,Australia
1/02/1900,19.433,1.175,Australian Capital Territory,Australia
1/03/1900,16.013,0.437,Australian Capital Territory,Australia
1/04/1900,10.921,0.432,Australian Capital Territory,Australia
1/05/1900,7.704,0.526,Australian Capital Territory,Australia
1/06/1900,6.495,0.791,Australian Capital Territory,Australia
1/07/1900,3.809,0.643,Australian Capital Territory,Australia
1/08/1900,5.105,0.424,Australian Capital Territory,Australia
1/09/1900,7.971,0.704,Australian Capital Territory,Australia
1/10/1900,11.217,0.541,Australian Capital Territory,Australia
1/11/1900,15.074,0.899,Australian Capital Territory,Australia
1/12/1900,16.957,0.766,Australian Capital Territory,Australia
1/01/1901,17.013,0.783,Australian Capital Territory,Australia
1/02/1901,18.788,0.983,Australian Capital Territory,Australia
